Caller,Callee
org.apache.commons.cli.avalon.CLArgsParser.getChar()	org.apache.commons.cli.avalon.CLArgsParser.readChar()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixedNoEq()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgWithSpace()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testIncompatableOptions()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseShortOption()	org.apache.commons.cli.avalon.CLArgsParser.getChar()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs2()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartParse()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs2()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg9()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.parseOption(CLOptionDescriptor,String)
org.apache.commons.cli.avalon.ClutilTestCase.testDuplicateOptions()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.subArray(String[],int,int)
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse4()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg9()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartPartialParse()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg4()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLOption.toString()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg6()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgWithSpace()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testShortOptArgUnenteredBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2Args()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.parseArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgLong()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testNullDescription()	org.apache.commons.cli.avalon.CLArgsParser.getArgumentById(int)
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsNoArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.CLArgsParser.describeDualOption(int)	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs3()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartPartialParse()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse2()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse3()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.CLArgsParser.addOption(CLOption)	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatible(Vector,int[],int)	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg5()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.parseShortOption()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.getOptionDescription(CLOptionDescriptor)
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse4()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg3()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.parseNormal()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.getChar()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs3()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testPartParse()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testArgumentLookup()	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg8()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testShortOptArgUnenteredBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2Args()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgLong()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgWithSpace()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs1()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse4()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLUtil.describeOptions(CLOptionDescriptor[])	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.CLUtil.describeOptions(CLOptionDescriptor[])	org.apache.commons.cli.avalon.CLOptionDescriptor.getFlags()
org.apache.commons.cli.avalon.ClutilTestCase.testShortOptArgUnenteredBeforeOtherOpt()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg8()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs1()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs4()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testNullDescription()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(String)
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLOption.getArgumentCount()
org.apache.commons.cli.avalon.CLArgsParser.addOption(CLOption)	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseOption(CLOptionDescriptor,String)	org.apache.commons.cli.avalon.CLArgsParser.addOption(CLOption)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg5()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.peekAtChar()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg3()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.getStateFor(CLOptionDescriptor)	org.apache.commons.cli.avalon.CLOptionDescriptor.getFlags()
org.apache.commons.cli.avalon.ClutilTestCase.testFullParse()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixedNoEq()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse4()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testIncompatableOptions()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse3()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLOption.addArgument(String)
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.addOption(CLOption)
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs3()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.peekAtChar()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgLong()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsNoArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLOption.toShortString()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testShortOptArgUnenteredBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg2()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs4()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testDuplicateOptions()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgWithSpace()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg6()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs4()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg9()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testFullParse()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.nextToken(char[])
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsNoArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg5()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgLong()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatibilities(Vector)	org.apache.commons.cli.avalon.CLOptionDescriptor.getIncompatible()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixed()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(int)
org.apache.commons.cli.avalon.CLArgsParser.buildOptionIndex()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.Token.getValue()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2Args()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2Args()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testFullParse()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg7()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.isSeparator(char,char[])
org.apache.commons.cli.avalon.ClutilTestCase.testDuplicateOptions()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg6()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(String)	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLOption.getArgumentCount()
org.apache.commons.cli.avalon.CLUtil.describeOptions(CLOptionDescriptor[])	org.apache.commons.cli.avalon.CLOptionDescriptor.getDescription()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsNoArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg4()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseShortOption()	org.apache.commons.cli.avalon.CLArgsParser.parseOption(CLOptionDescriptor,String)
org.apache.commons.cli.avalon.ClutilTestCase.test2PartPartialParse()	org.apache.commons.cli.avalon.CLArgsParser.getUnparsedArgs()
org.apache.commons.cli.avalon.ClutilTestCase.testArgumentLookup()	org.apache.commons.cli.avalon.CLArgsParser.getArgumentByName(String)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg8()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse3()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatibilities(Vector)	org.apache.commons.cli.avalon.CLArgsParser.checkIncompatible(Vector,int[],int)
org.apache.commons.cli.avalon.CLOption.getArgument()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.CLArgsParser.buildOptionIndex()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsWithArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg7()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testArgumentLookup()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatible(Vector,int[],int)	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testNullLongForm()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.Token.getType()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLOption.addArgument(String)
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLArgsParser.getChar()
org.apache.commons.cli.avalon.ClutilTestCase.testPartParse()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixed()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg9()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatible(Vector,int[],int)	org.apache.commons.cli.avalon.CLArgsParser.describeDualOption(int)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg7()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse4()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testNullDescription()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartParse()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.buildOptionIndex()	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg2()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.CLArgsParser.parse()	org.apache.commons.cli.avalon.CLArgsParser.getOptionDescription(CLOptionDescriptor)
org.apache.commons.cli.avalon.ClutilTestCase.testIncompatableOptions()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.CLArgsParser.describeDualOption(int)	org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(int)
org.apache.commons.cli.avalon.ClutilTestCase.testNullLongForm()	org.apache.commons.cli.avalon.CLArgsParser.getArgumentByName(String)
org.apache.commons.cli.avalon.ClutilTestCase.testIncompatableOptions()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg6()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatibilities(Vector)	org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(int)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs2()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.nextToken(char[])	org.apache.commons.cli.avalon.CLArgsParser.isSeparator(char,char[])
org.apache.commons.cli.avalon.ClutilTestCase.testNullLongForm()	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartParse()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.Token.getValue()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartParse()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs4()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg7()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testShortOptArgUnenteredBeforeOtherOpt()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg2()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixedNoEq()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse2()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testDuplicateOptions()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg9()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs1()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(int)	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsWithArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse2()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.addOption(CLOption)
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.getChar()
org.apache.commons.cli.avalon.ClutilTestCase.testNullDescription()	org.apache.commons.cli.avalon.CLUtil.describeOptions(CLOptionDescriptor[])
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2Args()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse()	org.apache.commons.cli.avalon.CLOption.getArgument(int)
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg2()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.CLArgsParser.parseOption(CLOptionDescriptor,String)	org.apache.commons.cli.avalon.CLArgsParser.getStateFor(CLOptionDescriptor)
org.apache.commons.cli.avalon.CLArgsParser.parseNormal()	org.apache.commons.cli.avalon.CLArgsParser.nextToken(char[])
org.apache.commons.cli.avalon.CLArgsParser.parseArguments()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.CLArgsParser.getOptionDescription(CLOptionDescriptor)	org.apache.commons.cli.avalon.CLOptionDescriptor.getName()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs2()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.CLArgsParser.checkIncompatibilities(Vector)	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2PartPartialParse()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testFullParse()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg3()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg4()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testOptionalArgsWithArgShortBeforeOtherOpt()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.CLArgsParser.buildOptionIndex()	org.apache.commons.cli.avalon.CLArgsParser.getDescriptorFor(int)
org.apache.commons.cli.avalon.ClutilTestCase.testIncomplete2ArgsMixed()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs1()	org.apache.commons.cli.avalon.CLArgsParser.getArguments()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg5()	org.apache.commons.cli.avalon.CLOption.getArgument()
org.apache.commons.cli.avalon.ClutilTestCase.test2ArgsParse2()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs4()	org.apache.commons.cli.avalon.CLArgsParser.getErrorString()
org.apache.commons.cli.avalon.ClutilTestCase.testCombinedArgs1()	org.apache.commons.cli.avalon.CLOption.getDescriptor()
org.apache.commons.cli.avalon.ClutilTestCase.testSingleArg2()	org.apache.commons.cli.avalon.CLOptionDescriptor.getId()
